,cnt,t_real,t_feels_like,humidity,wind_speed,is_weekend,season
3955,742,15.0,15.0,70.0,16.5,0,1
3956,2392,15.0,15.0,63.0,20.0,0,1
3957,4622,15.0,15.0,63.0,18.0,0,1
3958,2416,15.0,15.0,59.0,18.0,0,1
3959,1298,16.0,16.0,53.5,17.0,0,1
3960,1265,17.0,17.0,49.0,20.0,0,1
3961,1734,18.0,18.0,49.0,17.0,0,1
3962,1710,19.5,19.5,44.5,13.0,0,1
3963,1663,20.0,20.0,72.0,16.0,0,1
3964,1806,20.0,20.0,44.5,19.0,0,1
3965,2428,20.0,20.0,46.0,15.0,0,1
3966,4094,20.5,20.5,44.5,17.0,0,1
3967,4000,20.0,20.0,46.0,19.0,0,1
3968,2448,20.0,20.0,46.0,18.5,0,1
3969,1743,19.0,19.0,49.0,19.0,0,1
3970,1357,18.5,18.5,52.0,15.0,0,1
3971,1167,17.0,17.0,57.5,17.0,0,1
3972,856,16.0,16.0,55.0,18.5,0,1
3973,434,15.0,15.0,61.0,15.0,0,1
3974,237,14.5,14.5,61.0,13.0,0,1
3975,190,14.0,14.0,63.0,13.0,0,1
3976,132,14.0,14.0,63.0,9.0,0,1
3977,82,14.0,14.0,65.0,11.0,0,1
3978,145,13.5,13.5,65.0,16.0,0,1
3979,660,13.5,13.5,67.0,18.0,0,1
3980,2140,14.5,14.5,63.0,19.0,0,1
3981,4137,14.5,14.5,63.0,20.0,0,1
3982,2330,15.0,15.0,63.0,17.0,0,1
3983,1200,15.0,15.0,63.0,18.0,0,1
3984,1170,15.0,15.0,65.5,18.5,0,1
3985,1741,16.0,16.0,57.0,21.0,0,1
3986,1673,16.5,16.5,57.5,20.5,0,1
3987,1163,17.5,17.5,54.0,19.0,0,1
3988,1802,18.5,18.5,72.0,16.0,0,1
3989,2454,20.0,20.0,47.5,14.0,0,1
3990,3934,20.0,20.0,47.5,18.0,0,1
3991,3444,20.0,20.0,49.0,16.0,0,1
3992,2258,20.0,20.0,49.0,14.0,0,1
3993,1618,19.5,19.5,50.5,16.0,0,1
3994,1188,19.0,19.0,52.0,9.0,0,1
3995,1024,17.5,17.5,60.0,14.0,0,1
3996,810,15.5,15.5,68.0,19.5,0,1
3997,695,15.0,15.0,68.0,16.0,1,1
3998,456,15.0,15.0,68.0,11.0,1,1
3999,365,14.0,14.0,72.0,9.0,1,1
4000,225,14.0,14.0,72.0,9.0,1,1
4001,164,14.0,14.0,72.0,8.0,1,1
4002,142,14.0,14.0,72.0,8.0,1,1
4003,165,15.0,15.0,68.0,9.0,1,1
4004,302,15.0,15.0,65.5,6.5,1,1
4005,600,16.0,16.0,63.0,9.0,1,1
4006,1003,16.0,16.0,63.0,9.0,1,1
4007,1571,17.0,17.0,64.0,7.0,1,1
4008,1915,18.0,18.0,64.0,6.0,1,1
4009,2186,17.5,17.5,68.0,12.0,1,1
4010,2129,17.5,17.5,75.5,12.0,1,1
4011,2338,17.5,17.5,80.5,12.0,1,1
4012,2509,18.5,18.5,75.5,11.0,1,1
4013,2533,19.5,19.5,71.0,16.0,1,1
4014,1493,18.5,18.5,81.5,10.0,1,1
4015,1039,17.5,17.5,91.0,2.0,1,1
4016,1120,18.0,18.0,88.0,6.5,1,1
4017,982,18.0,18.0,88.0,9.0,1,1
4018,719,18.0,18.0,94.0,10.0,1,1
4019,852,18.0,18.0,88.0,11.0,1,1
4020,792,18.0,18.0,85.5,15.0,1,1
4021,677,17.5,17.5,85.5,21.0,1,1
4022,443,17.0,17.0,83.0,19.0,1,1
4023,354,16.5,16.5,72.0,23.0,1,1
4024,276,15.5,15.5,82.5,18.5,1,1
4025,204,15.0,15.0,82.0,19.5,1,1
4026,153,15.0,15.0,72.0,19.5,1,1
4027,147,16.0,16.0,77.0,23.0,1,1
4028,164,16.0,16.0,77.0,18.0,1,1
4029,370,16.5,16.5,72.0,21.0,1,1
4030,802,16.5,16.5,68.0,24.0,1,1
4031,1404,17.0,17.0,59.0,24.0,1,1
4032,1886,17.5,17.5,54.0,23.0,1,1
4033,2306,18.5,18.5,50.5,25.0,1,1
4034,2679,19.0,19.0,46.0,23.0,1,1
4035,2861,19.0,19.0,72.0,28.0,1,1
4036,2777,19.5,19.5,47.5,26.0,1,1
4037,2836,20.0,20.0,43.0,25.0,1,1
4038,2509,19.5,19.5,46.0,26.0,1,1
4039,2239,19.0,19.0,46.0,28.0,1,1
4040,1780,19.0,19.0,72.0,25.0,1,1
4041,1393,19.0,19.0,49.0,24.0,1,1
4042,912,18.0,18.0,56.0,25.0,1,1
4043,804,17.0,17.0,57.5,22.0,1,1
4044,417,15.5,15.5,63.5,22.5,1,1
4045,260,14.5,14.5,72.5,19.5,0,1
4046,130,14.0,14.0,77.0,21.0,0,1
4047,57,13.0,13.0,72.0,22.0,0,1
4048,31,13.0,13.0,88.0,21.0,0,1
4049,26,12.5,12.5,85.0,19.5,0,1
4050,106,11.5,11.5,88.0,16.0,0,1
4051,525,13.0,13.0,82.0,18.0,0,1
4052,1691,13.0,13.0,88.0,19.0,0,1
4053,3867,14.0,14.0,82.0,19.0,0,1
4054,2145,15.0,15.0,74.5,20.0,0,1
4055,872,15.0,15.0,68.0,20.0,0,1
4056,513,14.0,14.0,72.0,18.5,0,1
4057,677,14.0,14.0,72.0,17.0,0,1
4058,1058,15.5,15.5,70.0,19.0,0,1
4059,1046,16.5,16.5,59.0,21.5,0,1
4060,1327,17.5,17.5,47.5,24.0,0,1
4061,1961,18.0,18.0,46.0,28.0,0,1
4062,3840,17.0,17.0,49.0,26.0,0,1
4063,3769,17.0,17.0,49.0,30.5,0,1
4064,2356,17.0,17.0,52.0,29.5,0,1
4065,1354,14.0,14.0,74.5,17.0,0,1
4066,894,15.0,15.0,68.0,15.0,0,1
4067,645,14.5,14.5,72.0,20.0,0,1
4068,407,14.0,14.0,72.0,21.0,0,1
4069,232,14.0,14.0,72.0,20.5,0,1
4070,133,14.0,14.0,69.5,18.5,0,1
4071,68,13.5,13.5,69.5,21.0,0,1
4072,55,13.0,13.0,72.0,15.0,0,1
4073,82,13.0,13.0,72.0,18.0,0,1
4074,144,13.0,13.0,72.0,18.0,0,1
4075,778,13.0,13.0,72.0,15.0,0,1
4076,2484,13.0,13.0,72.0,19.0,0,1
4077,4685,14.0,14.0,67.0,19.0,0,1
4078,2265,15.0,15.0,72.0,16.0,0,1
4079,1132,16.0,16.0,55.0,15.0,0,1
4080,1205,16.0,16.0,55.0,14.0,0,1
4081,1487,16.5,16.5,52.0,16.0,0,1
4082,1544,17.0,17.0,52.0,13.0,0,1
4083,1540,17.5,17.5,50.5,15.0,0,1
4084,1696,18.0,18.0,49.0,11.0,0,1
4085,2295,19.0,19.0,47.5,10.0,0,1
4086,4102,19.5,19.5,44.5,9.0,0,1
4087,4252,19.5,19.5,47.5,3.5,0,1
4088,2702,19.0,19.0,47.5,8.5,0,1
4089,1730,18.5,18.5,54.0,13.0,0,1
4090,1296,17.0,17.0,59.0,13.0,0,1
4091,943,15.5,15.5,68.0,11.0,0,1
4092,622,15.0,15.0,70.0,6.5,0,1
4093,331,15.5,15.5,74.5,8.0,0,1
4094,228,15.0,15.0,77.0,9.0,0,1
4095,120,14.0,14.0,79.5,9.0,0,1
4096,62,14.0,14.0,77.0,10.0,0,1
4097,60,14.0,14.0,77.0,11.0,0,1
4098,164,14.0,14.0,77.0,11.0,0,1
4099,733,15.5,15.5,67.5,17.0,0,1
4100,2499,16.0,16.0,72.0,17.0,0,1
4101,4568,17.0,17.0,61.5,16.0,0,1
4102,2429,18.5,18.5,56.0,16.0,0,1
4103,1287,20.5,20.5,47.5,14.0,0,1
4104,1350,21.0,21.0,44.5,18.0,0,1
4105,1737,22.5,21.5,42.5,17.0,0,1
4106,1732,22.5,21.5,44.0,21.0,0,1
4107,1618,23.0,23.0,44.0,19.0,0,1
4108,1775,23.5,23.0,41.0,23.0,0,1
4109,2414,23.0,22.0,41.0,21.0,0,1
4110,4263,22.0,21.0,44.0,22.0,0,1
4111,4215,21.0,21.0,46.0,23.0,0,1
4112,2519,20.5,20.5,47.5,20.5,0,1
4113,1762,20.0,20.0,49.0,19.5,0,1
4114,1300,19.0,19.0,52.0,14.0,0,1
4115,1074,18.0,18.0,56.0,14.0,0,1
4116,700,17.0,17.0,61.5,16.0,0,1
4117,113,16.0,16.0,65.5,15.0,0,1
4118,150,16.0,16.0,65.5,16.0,0,1
4119,110,15.0,15.0,72.0,16.0,0,1
4120,99,15.0,15.0,72.0,16.0,0,1
4121,77,14.0,14.0,77.0,12.0,0,1
4122,131,14.0,14.0,77.0,12.0,0,1
4123,743,15.0,15.0,72.0,12.0,0,1
4124,2443,16.5,16.5,70.0,11.0,0,1
4125,4543,18.0,18.0,64.0,10.0,0,1
4126,2503,19.5,19.5,56.5,12.0,0,1
4127,1339,21.0,21.0,50.0,12.0,0,1
4128,1284,21.5,21.0,50.0,12.0,0,1
4129,1690,23.0,22.5,42.5,12.0,0,1
4130,1575,23.0,22.5,72.0,14.0,0,1
4131,1607,24.0,24.0,41.0,11.0,0,1
4132,1842,24.5,24.5,43.0,14.0,0,1
4133,2419,24.0,24.0,45.5,13.0,0,1
4134,4002,24.0,24.0,72.0,12.0,0,1
4135,4092,24.0,24.0,44.0,13.0,0,1
4136,2678,23.0,23.0,44.0,19.0,0,1
4137,1951,22.0,22.0,72.0,17.0,0,1
4138,1349,20.5,20.5,54.5,17.0,0,1
4139,1144,19.5,19.5,72.0,13.0,0,1
4140,789,18.5,18.5,72.0,14.0,0,1
4141,481,18.0,18.0,62.0,12.0,0,1
4142,255,17.0,17.0,61.5,9.0,0,1
4143,212,16.0,16.0,63.0,8.0,0,1
4144,79,16.0,16.0,72.0,10.0,0,1
4145,86,16.0,16.0,59.0,9.0,0,1
4146,138,16.0,16.0,59.0,7.0,0,1
4147,648,17.5,17.5,57.5,8.0,0,1
4148,2007,18.0,18.0,56.0,8.0,0,1
4149,4009,19.5,19.5,72.0,7.0,0,1
4150,2266,20.5,20.5,47.5,6.5,0,1
4151,1377,22.0,22.0,72.0,7.0,0,1
4152,1372,23.0,23.0,45.5,13.0,0,1
4153,1770,25.0,25.0,40.5,19.0,0,1
4154,1953,26.0,26.0,39.0,20.0,0,1
4155,1880,27.0,27.0,39.0,19.5,0,1
4156,2029,26.0,26.0,42.0,28.0,0,1
4157,2598,24.0,24.0,57.5,28.0,0,1
4158,3807,22.0,22.0,59.0,26.0,0,1
4159,3312,22.5,22.5,57.0,23.0,0,1
4160,2198,22.0,22.0,57.0,22.0,0,1
4161,1505,21.5,21.5,58.5,24.0,0,1
4162,1116,20.0,20.0,66.5,21.0,0,1
4163,1041,20.0,20.0,69.0,23.0,0,1
4164,880,19.0,19.0,73.0,24.0,0,1
4165,696,17.5,17.5,66.0,25.0,1,1
4166,488,16.5,16.5,70.0,18.0,1,1
4167,337,15.5,15.5,72.0,18.0,1,1
4168,219,15.0,15.0,72.0,17.0,1,1
4169,138,14.5,14.5,79.5,17.0,1,1
4170,125,14.5,14.5,79.5,16.0,1,1
4171,157,14.5,14.5,77.0,16.0,1,1
4172,357,16.0,16.0,72.0,20.0,1,1
4173,628,17.0,17.0,72.0,18.0,1,1
4174,1214,18.5,18.5,62.0,16.0,1,1
4175,1626,19.5,19.5,56.0,17.0,1,1
4176,2215,21.0,21.0,53.0,18.0,1,1
4177,2656,21.0,21.0,53.0,15.0,1,1
4178,2896,23.0,22.5,44.0,16.0,1,1
4179,2964,23.5,22.5,38.5,19.0,1,1
4180,3172,23.5,22.5,37.0,17.0,1,1
4181,3115,24.0,23.0,36.0,16.0,1,1
4182,3116,24.0,23.0,36.0,17.0,1,1
4183,2809,23.0,22.0,41.0,17.0,1,1
4184,2219,23.0,22.5,42.5,17.0,1,1
4185,1850,22.0,21.0,44.0,14.0,1,1
4186,1357,22.0,21.0,44.0,13.0,1,1
4187,1161,20.0,20.0,62.0,18.0,1,1
4188,1066,20.0,20.0,64.0,13.0,1,1
4189,889,19.0,19.0,68.0,12.0,1,1
4190,685,18.0,18.0,73.0,11.0,1,1
4191,441,18.0,18.0,68.0,11.0,1,1
4192,338,18.0,18.0,68.0,8.0,1,1
4193,217,17.5,17.5,64.0,7.0,1,1
4194,163,17.0,17.0,64.0,11.0,1,1
4195,173,17.0,17.0,64.0,13.0,1,1
4196,224,17.5,17.5,62.0,14.0,1,1
4197,428,18.5,18.5,56.0,17.0,1,1
4198,912,20.0,20.0,53.0,17.5,1,1
4199,1472,21.0,21.0,53.0,21.0,1,1
4200,1843,20.5,20.5,54.5,20.0,1,1
4201,1407,19.5,19.5,62.0,20.0,1,1
4202,818,18.0,18.0,75.5,16.0,1,1
4203,1628,19.0,19.0,70.5,9.0,1,1
4204,2050,21.0,21.0,58.5,16.5,1,1
4205,2237,22.0,22.0,72.0,19.5,1,1
4206,2506,21.5,21.5,55.0,19.5,1,1
4207,2085,21.0,21.0,60.0,20.5,1,1
4208,1695,20.5,20.5,62.0,18.5,1,1
4209,1391,20.0,20.0,72.0,19.0,1,1
4210,929,19.0,19.0,73.0,16.0,1,1
4211,680,18.0,18.0,78.0,14.0,1,1
4212,495,17.5,17.5,80.5,17.0,1,1
4213,338,17.0,17.0,75.5,18.5,0,1
4214,162,17.0,17.0,66.0,17.0,0,1
4215,78,17.0,17.0,68.0,18.5,0,1
4216,62,16.0,16.0,72.0,14.0,0,1
4217,55,15.0,15.0,77.0,8.5,0,1
4218,154,15.0,15.0,77.0,12.0,0,1
4219,725,15.5,15.5,74.5,9.0,0,1
4220,2152,17.0,17.0,68.0,8.0,0,1
4221,4393,18.5,18.5,60.0,7.0,0,1
4222,2250,20.0,20.0,51.0,6.5,0,1
4223,1219,21.0,21.0,46.0,12.0,0,1
4224,1304,22.5,21.5,41.0,15.0,0,1
4225,1562,23.5,22.5,37.0,16.0,0,1
4226,1622,24.0,23.5,40.0,19.0,0,1
4227,1589,24.0,24.0,41.0,18.0,0,1
4228,1757,24.5,24.0,39.0,16.0,0,1
4229,2546,25.0,25.0,39.0,18.0,0,1
4230,4464,25.5,25.5,39.5,15.0,0,1
4231,4727,25.5,25.5,38.0,12.0,0,1
4232,2949,25.0,25.0,37.5,10.0,0,1
4233,2025,24.0,24.0,47.0,14.0,0,1
4234,1412,21.5,21.5,57.0,16.0,0,1
4235,923,20.5,20.5,58.5,12.0,0,1
4236,614,19.5,19.5,62.0,10.0,0,1
4237,337,19.0,19.0,64.0,9.0,0,1
4238,183,18.5,18.5,66.0,7.0,0,1
4239,101,17.5,17.5,68.0,8.0,0,1
4240,65,17.0,17.0,70.5,9.0,0,1
4241,58,16.0,16.0,72.0,9.0,0,1
4242,167,16.0,16.0,72.0,6.5,0,1
4243,840,18.0,18.0,62.0,3.0,0,1
4244,2772,19.5,19.5,54.0,5.0,0,1
4245,4829,21.5,21.0,45.0,10.0,0,1
4246,2496,23.5,22.5,40.0,11.0,0,1
4247,1445,24.5,23.5,33.0,14.0,0,1
4248,1325,26.0,25.0,26.0,14.0,0,1
4249,1657,27.0,26.0,24.0,11.0,0,1
4250,1845,28.5,27.0,20.5,13.0,0,1
4251,1783,29.0,28.0,26.0,15.0,0,1
4252,2031,28.5,27.5,35.0,20.5,0,1
4253,2720,28.5,27.5,35.0,26.0,0,1
4254,4657,27.0,27.0,42.0,25.0,0,1
4255,4930,25.5,25.5,49.5,30.0,0,1
4256,3218,23.5,23.5,53.5,24.0,0,1
4257,2334,22.0,22.0,57.0,26.0,0,1
4258,1591,21.0,21.0,58.5,23.0,0,1
4259,1233,20.0,20.0,64.0,22.0,0,1
4260,709,19.5,19.5,72.0,16.5,0,1
4261,413,20.0,20.0,69.0,20.5,0,1
4262,218,20.0,20.0,71.0,17.5,0,1
4263,138,20.0,20.0,71.0,11.0,0,1
4264,74,20.5,20.5,66.5,16.0,0,1
4265,71,20.0,20.0,69.0,12.0,0,1
4266,168,20.0,20.0,75.5,7.5,0,1
4267,883,20.5,20.5,75.5,7.0,0,1
4268,2736,22.0,22.0,69.0,12.0,0,1
4269,4779,24.5,24.5,55.5,17.0,0,1
4270,2543,27.0,27.0,48.0,20.0,0,1
4271,1299,30.0,30.0,43.0,20.0,0,1
4272,1374,33.0,33.0,34.0,22.0,0,1
4273,1654,32.0,32.0,36.0,19.5,0,1
4274,1753,31.5,31.5,38.0,21.0,0,1
4275,1710,33.0,33.0,34.0,18.0,0,1
4276,1904,33.5,33.5,34.0,22.0,0,1
4277,2575,33.5,33.5,35.0,21.0,0,1
4278,4617,34.0,34.0,72.0,20.5,0,1
4279,4604,34.0,34.0,33.0,20.5,0,1
4280,2883,33.5,33.5,36.0,14.0,0,1
4281,2061,31.5,31.0,36.5,17.5,0,1
4282,1859,29.5,29.5,45.5,21.5,0,1
4283,1376,27.5,28.5,54.5,18.0,0,1
4284,949,26.0,27.0,61.0,19.5,0,1
4285,140,24.5,24.5,72.0,20.5,0,1
4286,48,23.5,23.5,59.0,17.0,0,1
4287,100,21.5,21.5,72.0,21.0,0,1
4288,114,19.5,19.5,75.5,18.0,0,1
4289,105,18.5,18.5,83.0,18.5,0,1
4290,158,19.0,19.0,83.0,13.0,0,1
4291,779,19.5,19.5,80.5,13.0,0,1
4292,2572,20.5,20.5,73.5,12.0,0,1
4293,4641,22.0,22.0,65.0,7.0,0,1
4294,2469,23.0,23.0,59.0,15.0,0,1
4295,1295,22.0,22.0,63.0,13.0,0,1
4296,918,22.0,22.0,67.0,8.5,0,1
4297,1510,24.0,24.0,61.0,6.5,0,1
4298,1614,24.0,24.0,59.0,12.0,0,1
4299,1594,25.5,25.5,52.5,9.0,0,1
4300,1759,26.0,26.0,54.0,13.0,0,1
4301,2412,26.0,26.0,51.0,18.5,0,1
4302,4193,24.5,24.5,61.0,18.5,0,1
4303,4084,25.0,25.0,57.0,20.5,0,1
4304,2605,22.5,22.5,63.0,23.0,0,1
4305,1888,21.5,21.5,62.5,17.0,0,1
4306,1453,21.0,21.0,64.0,19.0,0,1
4307,1026,20.5,20.5,64.0,18.5,0,1
4308,785,19.0,19.0,68.0,13.0,0,1
4309,159,18.0,18.0,73.0,13.0,0,1
4310,279,17.5,17.5,72.0,10.0,0,1
4311,173,17.0,17.0,68.0,6.5,0,1
4312,121,16.0,16.0,77.0,5.0,0,1
4313,106,16.0,16.0,77.0,6.0,0,1
4314,157,15.5,15.5,79.5,6.0,0,1
4315,668,16.5,16.5,72.5,11.0,0,1
4316,2226,18.0,18.0,62.0,14.0,0,1
4317,4412,19.5,19.5,54.5,13.0,0,1
4318,2515,20.0,20.0,53.0,15.0,0,1
4319,1453,21.5,21.0,48.5,14.0,0,1
4320,1545,22.5,22.0,45.5,13.0,0,1
4321,1911,24.0,24.0,45.5,16.0,0,1
4322,1960,24.0,24.0,45.5,18.5,0,1
4323,2000,24.5,24.5,72.0,24.0,0,1
4324,2080,23.0,23.0,55.0,28.0,0,1
4325,2757,22.5,22.5,59.0,29.0,0,1
4326,4191,22.0,22.0,63.0,27.0,0,1
4327,3656,22.0,22.0,61.0,26.0,0,1
4328,2388,21.0,21.0,66.5,30.5,0,1
4329,1787,20.0,20.0,72.0,28.0,0,1
4330,1335,19.5,19.5,72.0,23.0,0,1
4331,1020,19.0,19.0,78.0,18.5,0,1
4332,712,18.5,18.5,72.0,24.0,0,1
4333,376,18.0,18.0,91.0,28.5,1,1
4334,375,18.0,18.0,94.0,16.5,1,1
4335,278,19.0,19.0,91.0,8.0,1,1
4336,202,19.0,19.0,94.0,6.0,1,1
4337,148,19.0,19.0,94.0,4.0,1,1
4338,114,19.0,19.0,94.0,0.0,1,1
4339,150,20.0,20.0,72.0,3.0,1,1
4340,353,20.5,20.5,85.5,15.5,1,1
4341,701,21.5,21.5,78.0,24.0,1,1
4342,1178,23.5,23.5,59.5,26.0,1,1
4343,1823,24.0,24.0,57.0,28.0,1,1
4344,2381,25.0,25.0,54.0,22.0,1,1
4345,2848,26.0,26.0,51.0,19.0,1,1
4346,3184,27.0,27.0,46.5,21.0,1,1
4347,3272,27.0,27.0,46.5,21.5,1,1
4348,3219,26.5,26.5,46.5,21.0,1,1
4349,3236,26.5,26.5,45.0,24.0,1,1
4350,3391,26.0,26.0,45.0,22.0,1,1
4351,2876,25.0,25.0,45.5,23.0,1,1
4352,2429,23.5,23.5,47.0,22.0,1,1
4353,2061,21.5,21.5,51.5,18.5,1,1
4354,1450,20.0,20.0,54.5,17.0,1,1
4355,1180,19.0,19.0,62.0,15.0,1,1
4356,1058,19.0,19.0,64.0,13.0,1,1
4357,907,19.0,19.0,64.0,12.0,1,1
4358,670,18.5,18.5,66.0,10.0,1,1
4359,531,17.5,17.5,66.0,11.0,1,1
4360,372,17.0,17.0,68.0,9.0,1,1
4361,217,17.0,17.0,72.0,9.0,1,1
4362,120,17.0,17.0,73.0,9.0,1,1
4363,236,17.0,17.0,73.0,10.0,1,1
4364,260,18.0,18.0,68.0,5.5,1,1
4365,303,17.5,17.5,72.5,11.0,1,1
4366,465,16.0,16.0,72.0,9.0,1,1
4367,745,16.0,16.0,83.0,7.0,1,1
4368,1345,16.0,16.0,83.0,7.0,1,1
4369,1781,17.0,17.0,80.0,13.0,1,1
4370,2193,19.5,19.5,68.5,17.0,1,1
4371,2550,21.5,21.5,55.0,12.0,1,1
4372,2909,23.0,23.0,48.5,17.0,1,1
4373,2990,22.5,22.5,47.0,21.0,1,1
4374,2771,22.0,21.0,47.0,26.0,1,1
4375,2524,20.5,20.5,56.5,21.5,1,1
4376,1956,20.5,20.5,53.0,20.5,1,1
4377,1506,20.0,20.0,49.0,20.0,1,1
4378,1021,19.0,19.0,56.0,19.5,1,1
4379,755,18.0,18.0,60.0,19.5,1,1
4380,589,17.5,17.5,72.0,13.0,1,1
4381,401,17.0,17.0,68.0,16.0,0,1
4382,167,16.0,16.0,77.0,18.0,0,1
4383,94,16.0,16.0,77.0,14.0,0,1
4384,70,15.0,15.0,79.5,11.0,0,1
4385,56,14.5,14.5,79.5,11.0,0,1
4386,158,14.0,14.0,72.0,13.0,0,1
4387,746,14.5,14.5,79.5,11.0,0,1
4388,2364,16.5,16.5,70.0,11.0,0,1
4389,4549,17.5,17.5,64.0,13.0,0,1
4390,2251,19.0,19.0,72.0,18.0,0,1
4391,1259,19.5,19.5,50.5,21.0,0,1
4392,1272,20.5,20.5,47.5,17.0,0,1
4393,1536,21.5,21.0,72.0,20.5,0,1
4394,1619,22.0,21.0,47.0,17.0,0,1
4395,1482,22.5,21.5,42.5,18.0,0,1
4396,1813,23.0,22.5,42.5,20.0,0,1
4397,2469,23.0,22.0,41.0,19.5,0,1
4398,4501,23.0,22.0,41.0,18.0,0,1
4399,4470,22.5,22.0,45.5,18.5,0,1
4400,2845,21.5,21.0,48.5,18.0,0,1
4401,1839,20.5,20.5,51.5,16.0,0,1
4402,1270,19.5,19.5,54.5,13.0,0,1
4403,800,19.0,19.0,60.0,11.0,0,1
4404,589,17.5,17.5,66.0,8.0,0,1
4405,322,17.0,17.0,64.0,6.5,0,1
4406,187,17.0,17.0,68.0,5.0,0,1
4407,129,17.5,17.5,66.0,6.5,0,1
4408,68,18.0,18.0,62.0,7.5,0,1
4409,49,16.5,16.5,66.0,7.0,0,1
4410,159,17.0,17.0,68.0,11.0,0,1
4411,798,17.0,17.0,72.0,15.0,0,1
4412,2589,19.0,19.0,66.0,16.0,0,1
4413,4867,19.5,19.5,66.0,13.0,0,1
4414,2309,19.0,19.0,75.5,19.5,0,1
4415,1217,20.0,20.0,73.0,19.5,0,1
4416,1085,21.5,21.5,65.0,28.5,0,1
4417,1437,22.5,22.5,57.0,27.0,0,1
4418,1492,22.5,22.5,53.0,32.0,0,1
4419,1454,22.5,22.5,51.5,30.5,0,1
4420,1682,23.0,23.0,45.5,33.0,0,1
4421,2344,22.5,21.5,42.5,30.5,0,1
4422,4351,22.0,21.0,41.0,30.0,0,1
4423,4346,21.5,21.0,45.0,28.5,0,1
4424,2709,20.5,20.5,41.5,35.0,0,1
4425,1768,19.5,19.5,44.5,32.5,0,1
4426,1150,18.0,18.0,49.0,30.0,0,1
4427,832,17.0,17.0,56.0,28.5,0,1
4428,564,16.5,16.5,61.0,24.0,0,1
4429,345,16.0,16.0,68.0,23.0,0,1
4430,156,16.0,16.0,72.0,23.0,0,1
4431,88,16.0,16.0,70.0,27.0,0,1
4432,49,15.5,15.5,70.0,23.0,0,1
4433,50,16.0,16.0,68.0,25.0,0,1
4434,101,16.0,16.0,70.0,26.0,0,1
4435,716,15.5,15.5,79.5,26.0,0,1
4436,2471,15.5,15.5,82.5,26.0,0,1
4437,4702,17.0,17.0,72.0,22.0,0,1
4438,2457,17.5,17.5,68.5,25.0,0,1
4439,1242,19.0,19.0,72.0,28.0,0,1
4440,1209,19.0,19.0,72.0,29.0,0,1
4441,1346,20.0,20.0,56.0,22.5,0,1
4442,1289,19.5,19.5,66.5,17.5,0,1
4443,1451,19.5,19.5,64.0,26.0,0,1
4444,1749,20.0,20.0,58.5,25.0,0,1
4445,2839,19.5,19.5,66.0,29.5,0,1
4446,5560,20.0,20.0,53.0,30.0,0,1
4447,4721,20.0,20.0,49.0,26.0,0,1
4448,3313,20.0,20.0,44.5,24.0,0,1
4449,2243,19.0,19.0,47.5,19.5,0,1
4450,1614,18.0,18.0,49.0,17.0,0,1
4451,1143,17.0,17.0,52.0,16.0,0,1
4452,849,16.0,16.0,55.0,16.0,0,1
4453,400,16.0,16.0,55.0,14.0,0,1
4454,212,15.5,15.5,59.0,14.0,0,1
4455,111,14.0,14.0,72.0,15.0,0,1
4456,81,14.0,14.0,63.0,18.5,0,1
4457,76,14.0,14.0,63.0,18.0,0,1
4458,269,13.0,13.0,67.0,17.0,0,1
4459,1724,13.0,13.0,67.0,16.0,0,1
4460,5309,13.5,13.5,65.0,17.0,0,1
4461,7531,14.5,14.5,61.0,19.0,0,1
4462,4832,15.0,15.0,59.0,16.0,0,1
4463,2760,16.5,16.5,50.5,10.0,0,1
4464,2627,18.0,18.0,43.0,8.5,0,1
4465,2778,19.0,19.0,40.5,9.0,0,1
4466,3109,19.5,19.5,36.0,11.0,0,1
4467,3231,21.0,21.0,34.0,10.0,0,1
4468,4076,22.0,21.0,30.0,9.0,0,1
4469,6033,23.0,22.0,72.0,11.0,0,1
4470,7860,23.0,22.0,27.0,11.0,0,1
4471,6913,22.5,21.5,29.0,13.0,0,1
4472,4654,22.0,21.0,29.0,7.0,0,1
4473,3156,22.0,21.0,32.0,6.5,0,1
4474,2179,19.5,19.5,54.5,12.0,0,1
4475,1545,18.5,18.5,58.0,16.0,0,1
4476,1038,18.0,18.0,60.0,13.0,0,1
4477,582,17.0,17.0,64.0,17.0,0,1
4478,271,16.5,16.5,72.0,15.0,0,1
4479,153,16.0,16.0,68.0,12.0,0,1
4480,74,15.0,15.0,72.0,9.0,0,1
4481,69,15.0,15.0,72.0,8.0,0,1
4482,132,15.0,15.0,70.0,6.5,0,1
4483,718,16.0,16.0,68.0,9.0,0,1
4484,2394,17.5,17.5,62.0,9.0,0,1
4485,4496,19.5,19.5,49.0,10.0,0,1
4486,2640,20.5,20.5,43.0,12.0,0,1
4487,1606,22.0,21.0,41.0,13.0,0,1
4488,1623,23.0,22.0,38.0,14.0,0,1
4489,2098,24.0,23.0,34.0,15.0,0,1
4490,2088,25.0,24.0,31.0,17.0,0,1
4491,2188,25.5,24.5,28.0,15.0,0,1
4492,2391,26.0,25.0,23.5,14.0,0,1
4493,3122,26.0,25.0,25.0,18.0,0,1
4494,4453,25.5,24.5,26.0,18.0,0,1
4495,3836,24.5,23.5,26.5,15.0,0,1
4496,2728,24.0,23.0,32.5,15.0,0,1
4497,1776,23.0,22.0,38.0,13.0,0,1
4498,1419,22.5,21.5,41.0,10.0,0,1
4499,1065,21.0,21.0,57.0,11.0,0,1
